,X,text,label
314,314,Report FBI Didnt Ask Hillary Aides To Hand Over Devices While Hillary Was Secretary of State,TRUE
315,315,Desperate Obama RIPS Comey 'We Don't Operate On Innuendo'  Daily Wire,TRUE
316,316,NYT FBI Failed To Connect Trump To Putin,TRUE
317,317,Clemson University Student's Welcome 'Ben Shapiro Is A Pig'  Daily Wire,TRUE
318,318,Baier Indictment Likely In FBI Investigation Of Clinton Foundation,TRUE
319,319,WOW Indictment Likely in Clinton Foundation Case Hillarys Server Hacked by FIVE Foreign Entities  Daily Wire,TRUE
320,320,Obama Talks About HIMSELF 207 Times In Speeches Supposedly About Hillary,TRUE
321,321,Obama Tells Black Voters Trump Would 'Tolerate' KKK Support In Office,TRUE
322,322,7 Things You Need To Know About Trump And Sex Slave Island,TRUE
323,323,Christie Lost Republicans The 2012 Election He May Be Losing Them The 2016 Election Too,TRUE
324,324,Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution,TRUE
325,325,Clinton Emails Use Arab Female Agitators To Shame Israel,TRUE
326,326,CoverGirl's New Face A 17YearOld Male,TRUE
327,327,11 Stupid Things Voxcom's Matthew Yglesias Has Said  Daily Wire,TRUE
328,328,On This Awful Election Day Is There A Silver Lining For America,TRUE
329,329,Clinton Campaign Harwood's Audience To Small Not Worth It,TRUE
330,330,Video Women On The Street Explain Why They Hate Hillary  Daily Wire,TRUE
331,331,LOL Parody 'Sponsorship' Video PERFECTLY Mocks Millennials,TRUE
332,332,DNC Head My 'Conscience Is Very Clear' About Sending CNN Townhall Questions To Hillary,TRUE
333,333,The 4 Biggest Losers In Donald Trump's STUNNING Victory,TRUE
334,334,Hillary Won More Votes Lost The Election,TRUE
335,335,PresidentElect Trump Proved Me Wrong About This Election Now I Ardently Pray He Proves Me Wrong About Him,TRUE
336,336,The Media Lost All of Its Political Power Last Night  Thank You Donald Trump  Daily Wire,TRUE
337,337,Just How Wrong Were the Pollsters The Final Polls vs the Final Results,TRUE
338,338,WATCH Cornell University Holding 'Cry Ins' To 'Mourn' Trump Win,TRUE
339,339,Video Trump Voter Dragged from His Car Brutally Beaten and Robbed by Gang of Hillary Supporters  Daily Wire,TRUE
340,340,Limbaugh Perfectly Sums Up Why the Left's Unwilling to Face Why Trump Really Won,TRUE
341,341,NC State Provides Students with PostElection Comfort Food Therapy,TRUE
342,342,WATCH UT Students Protest Trump,TRUE
343,343,Poll Sexism Was NOT A Factor In Hillary's Loss  Daily Wire,TRUE
344,344,Chelsea For President,TRUE
345,345,Bernie Sanders Won't Rule Out Running In 2020,TRUE
346,346,7 Reasons Trump Won  Daily Wire,TRUE
347,347,This Is The Best Picture In Human History  Daily Wire,TRUE
348,348,California Cafe Wants Legal Fees Paid by Muslim Women Who Sued Them,TRUE
349,349,WATCH Traffic Reporter's Savage Message to Those Who Threatened to Leave US If Trump Won,TRUE
350,350,LOL Listen to Yoko Ono's Primal Response to Trump Win,TRUE
351,351,Trump Begins to Walk Back Illegal Immigration Promises  Daily Wire,TRUE
352,352,3 Thoughts On Steve Bannon As White House Chief Strategist  dailywirecom,TRUE
353,353,The Media Go Insane Over Trump In Every Way Thats Why We Dont Trust Them,TRUE
354,354,The Week After Trumps Win The Reaction Of Liberal College Students,TRUE
355,355,Shapiro Eviscerates Raucous Protesters At University Of Wisconsin  Daily Wire,TRUE
356,356,Gallup Americans More Confident In Trump Since Election  Daily Wire,TRUE
357,357,5 Things You Need to Know About 'Sanctuary Cities'  Daily Wire,TRUE
358,358,The Left Says I Hate Myself For Voting Trump While Female I Don't I Just Hate You  Daily Wire,TRUE
359,359,Media Claim Trump Transition Chaos Trump's Way Ahead of Schedule  Daily Wire,TRUE
360,360,New Trump CIA Director Lets Dump The Iran Deal,TRUE
361,361,7 Things You Need To Know About Trump Attorney General Pick Jeff Sessions  Daily Wire,TRUE
362,362,Tapper Pushes 'Conflict Of Interest' Narrative,TRUE
363,363,CNN Panel Can't Explain Election Outcome,TRUE
364,364,Texas Officer Shot Dead Outside Police HQ,TRUE
365,365,Democrats Urge Obama to Pardon 750000 Illegal Immigrants Before Trump Takes Power,TRUE
366,366,Democratic Congressman Threatens Violence If GOP Tries To Defund Planned Parenthood  Daily Wire,TRUE
367,367,SNOWFLAKE Colbert Didnt Want To Write Jokes About Trump Winning  Daily Wire,TRUE
368,368,Kerry We Have To Worry About Treatment of Transgender People Globally,TRUE
369,369,Kanye Tour Cancelled After ProTrump Rants UPDATE Kanye Hospitalized,TRUE
370,370,Obama Says He's Had A ScandalFree Administration Here Are 11 of His Scandals,TRUE
371,371,Obama Wont Go Away After Hes Done Thats Good News  Daily Wire,TRUE
372,372,Meet All The Pundits Pandering For A Trump Adminstration Job  Daily Wire,TRUE
373,373,Democrat Electors Try To Persuade GOP Electors To Abandon Trump,TRUE
374,374,Mike Rowe Schools Hamilton Cast On Lecturing Pence  And Has A Few Notes For Trump Too,TRUE
375,375,7 Things You Need to Know About the JFK Assassination,TRUE
376,376,Tim Allen Hollywood Bullies Trump Supporters,TRUE
377,377,Trump Rips Press in Private Meeting with Media Honchos Is That Good or Bad for Conservatives,TRUE
378,378,Video Underwater Handgun Takes Fishing to the Next Level of Fun  Daily Wire,TRUE
379,379,Donald Trump Jr Met With Russian Advocates About Syria,TRUE
380,380,Meet the People Obama Just Gave the Medal of Freedom,TRUE
381,381,Regime Change South Africa Targeted by Western Destabilization Efforts  Global Research,FAKE
382,382,Combat Obesity with a Balance of Omega3 and Omega6,FAKE
383,383,12 Austrian Schools Evacuated Over Radioactive Rock,FAKE
384,384,There May Be Another Planet in Our Solar System,FAKE
385,385,Getting 10 Minutes of Sunlight Per Day Can Stop Depression,FAKE
386,386,The War Against Payday Lending,FAKE
387,387,Levers of Power Flushing the Vote Down the Memory Hole,FAKE
388,388,Top Clinton Ally Caught Accepting 20k Foreign Donation,FAKE
389,389,Police Investigate Fraud after Voter Registration Flips from Republican to Democrat,FAKE
390,390,Kurds Worried Turkey Will Stab Them in the Back as They Fight ISIS,FAKE
391,391,US Government Acknowledges That alQaeda Is Not A Priority In Syria,FAKE
392,392,Justice Department Releases Guidelines on Controversial AntiHacking Law,FAKE
393,393,Obama Admin Targets Soldiers Bonuses Lets Bad VA Employees Keep Theirs,FAKE
394,394,Black Lives Matter leader DeRay McKesson endorses Clinton,FAKE
395,395,Daughter of Holocaust Survivors Running for Senate Supports 2nd Amendment,FAKE
396,396,California National Guard Members wont have to Pay Back Bonuses,FAKE
397,397,Obamacare Architect Gruber Demands Larger Mandate Penalty,FAKE
398,398,ExState Dept Employee Sending Sensitive Info to Private Email Norm Under Clinton,FAKE
399,399,Will China Trigger the Next Global Recession,FAKE
400,400,Breaking Google  Youtube Caught Censoring Bill Clintons Son,FAKE
401,401,Get Ready For Civil Unrest Survey Finds That Most Americans Are Concerned About Election Violence,FAKE
402,402,Communists Terrorize Small Business,FAKE
403,403,Guardian Front Page A 16YearOld Migrant Cries,FAKE
404,404,Obamacare Architect LAUGHS About Skyrocketing Premiums VIDEO,FAKE
405,405,WATCH Hillary Aide RUSHES to Her Side to Help Her Climb ONE Step,FAKE
406,406,Clinton Campaign Circulated Paul Ryan Relative as Possible Supreme Court Pick,FAKE
407,407,Video Rude CNN Reporter Asks Trump Why Hes Taking Time Off To Open A Hotel,FAKE
408,408,Democrats Plan To Burn Down US If Trump Elected,FAKE
409,409,Podesta Who Told Hillary She Could Use Private Email,FAKE
410,410,Trump Warns Of Vote Flipping On Machines,FAKE
411,411,Exclusive Christs Burial Place Exposed for First Time in Centuries,FAKE
412,412,Three Quarters Of Americans Oppose Gun Control,FAKE
413,413,Wikileaks Email Clinton Operative Thinks Black Voters Are Stupid,FAKE
414,414,Chinese University Sells HIV Testing Kits in Vending Machine,FAKE
415,415,Hillary is a REAL Christian says Michael Moore,FAKE
416,416,USled Coalition Killed 300 Civilians in just 11 Air Strikes in Syria Amnesty International Report Finds,FAKE
417,417,MONOPOLY Banks Then Media Now Voting Machine Companies,FAKE
418,418,Public Faith in Elections Falls as the State Grows,FAKE
419,419,Ignoring The Law To Rig Elections,FAKE
420,420,WHO Cancer Agency Under Fire for withholding carcinogenic glyphosate Documents,FAKE
421,421,Grassroot Voter Fraud Investigation Hacked,FAKE
422,422,Illegal Immigrants Crossing The Border To Vote,FAKE
423,423,Trump Promotes World Peace As Hillary Calls For War,FAKE
424,424,AIDS Patient Zero Not the Source of the Outbreak,FAKE
425,425,UK Doctors Create List of Procedures You Dont Need,FAKE
426,426,Vitamin D Deficiency Dirty Air Doubles Your Risk of Dementia,FAKE
427,427,How A Communist Brainwashing Method Came To The US,FAKE
428,428,Trump And His Supporters Are Fighting A Rigged System,FAKE
429,429,7 Wikileaks Hillary Revelations The Media Wont Cover,FAKE
430,430,Assange claims crazed Clinton campaign tried to hack WikiLeaks,FAKE
431,431,Exclusive Dem Senators Private Email Hacked,FAKE
432,432,After Vets Fight War Feds Demand Money Back,FAKE
433,433,ABC Poll Oversamples Dems by 9 Claims Hillary Leading,FAKE
434,434,Mosquito Army Released in Zika Fight in Brazil  Colombia,FAKE
435,435,Bill Clintons Son Danney Williams has Youtube Channel Restored,FAKE
436,436,UK Economy Grows 05 in Three Months after Brexit Vote,FAKE
437,437,Shocking Michele Obama  Hillary Caught Glamorizing Date Rape Promoters,FAKE
438,438,The Most Shocking Campaign Ad Youve Ever Seen,FAKE
439,439,Christians Martyred by ISIS 1131,FAKE
440,440,Most Top Retailers Sell Food Produced With BeeKilling Pesticides,FAKE
441,441,Black Trump Supporter We need somebody that loves America,FAKE
442,442,Social Justice Warriors Vow to Call the Police on People Wearing Offensive Halloween Costumes,FAKE
443,443,When CIA and NSA Workers Blow the Whistle Congress Plays Deaf,FAKE
444,444,Why Every Man Must Take Control Of His Finances,FAKE
445,445,The Great American Screwjob,FAKE
446,446,A Vote For Hillary is a Vote For World War 3,FAKE
447,447,Statistical Tie Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left,FAKE
448,448,Schools All Over America Are Closing On Election Day Due To Fears Of Violence,FAKE
449,449,Putin Mocks Clinton Claim Of Russia Election Meddling Is US A Banana Republic,FAKE
450,450,WATCH CNN Called Clinton News Network On Air by Fiery British Conservative,FAKE
451,451,Homeless Woman Protects Trumps Walk of Fame Star From Violent Leftists,FAKE
452,452,Germany Students Forced to Chant Allahu Akbar Punished for Refusing Trip to Mosque,FAKE
453,453,Wikileaks Email Hillary Campaign Struggles to Reach Fking Dumb Young People,FAKE
454,454,Maryland Trump Supporter They Switched My Vote to Hillary,FAKE
455,455,Hillary Responds To Creepy Joe Biden Caught Groping Dozens of Young Women,FAKE
456,456,Clinton Insider Rigging Only Way Hillary Can Win,FAKE
457,457,Study Finds Women Now Drinking as Much as Men,FAKE
458,458,Social Media Activity Can Show Early Signs of Depression and Schizophrenia,FAKE
459,459,Back Story Of FBIs Hillary CoverUp,FAKE
460,460,Black Activist Blasts Hillary Clinton Over Wikileaks Revelation,FAKE
461,461,DraftOurDaughters ProWar Hillary Faces Backlash Over Female Draft,FAKE
462,462,Trump Will Beat Hillary With These Tricks,FAKE
463,463,The Globalists Behind The Rigged US Elections,FAKE
464,464,Hillary Running Scared From Shocking New Developments,FAKE
465,465,Trump Votes Are Being Flipped To Clinton,FAKE
466,466,Hillary Planning Violent Mob Attacks If Trump Wins,FAKE
467,467,This Viral Video Has Hillary Running Scared,FAKE
468,468,Big Pharma Targets Profits in Rare Diseases,FAKE
469,469,Elitists Will Reap Grapes of Wrath,FAKE
470,470,Breaking FBI Reopens Investigation into Clinton Emails,FAKE
471,471,Is Deindustrialization a Natural Phenomenon of Developed Economies,FAKE
472,472,Clinton Camp Desperate Russia Trains for WWIII,FAKE
473,473,The Email That Got John Podesta Hacked,FAKE
474,474,Clinton Inc Watch How it Pains MSM to Report Clinton Corruption,FAKE
475,475,Britain Should Embrace Unilateral Free Trade Right Now,FAKE
476,476,Ideas Make Us Rich,FAKE
477,477,Hillary To Be Indicted After Election Trump Responds To FBI Investigation,FAKE
478,478,World Community Fears Hillary Kill List,FAKE
479,479,3 Competing Theories On Why The FBI Reopened The Hillary Email Server Investigation,FAKE
480,480,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,FAKE
481,481,Votes Being Switched In Multiple States To Clinton,FAKE
482,482,Associated Press reporter admits faking news stories for Hillary Clinton stunning admission reveals how AP prints whatever the Clintons want FACTS BE DAMNED,FAKE
483,483,YouTube censoring videos  on censorship,FAKE
484,484,The Rothschild Family has corrupted global banks news media oil and government,FAKE
485,485,Doctors prescribe deadly opioid for painrelated issues that arent even legal,FAKE
486,486,NYT credibility DESTROYED by 7 simple questions from Newt Gingrich,FAKE
487,487,Trump Throws A Fit When Asked Why He Is Promoting His Hotel Instead Of Campaigning,TRUE
488,488,Clinton Isnt Letting Up As She Hammers Trump For Pimping His Hotel Instead Of Campaigning,TRUE
489,489,Three New Polls Shatter The Myth That The Presidential Election Is Tightening,TRUE
490,490,Former GOP Congressman Goes Full Trump Encourages Armed Revolt If Clinton Wins,TRUE
491,491,Conservatives Already Plotting To Block Clintons SCOTUS Picks Let Court Die Out,TRUE
492,492,The Media Is Getting Desperate And Pushing A Bogus Trump Comeback Story,TRUE
493,493,Trump Kicks AfricanAmerican Protester Out Of North Carolina Rally Calls Him A Thug,TRUE
494,494,Trump Repeats Bogus Claim That Captain Khan Would Still Be Alive If He Were President,TRUE
495,495,Trump Has Gotten The Republican Party Sued For Trying To Intimidate Voters,TRUE
496,496,Stung By Clinton Allegations Trump Claims He Used No Undocumented Workers in DC Hotel,TRUE
497,497,The Media Ignores the Good News On Climate Change,TRUE
498,498,Trump Campaign Admits They Are Trying To Steal The Election With Voter Suppression,TRUE
499,499,Democrats May Get A 2 For 1 Special As Trump Defeat Could Take Out Paul Ryan,TRUE
500,500,With Donald Trump Tanking a Trump Supporter Waves Her Hillary in a Noose Doll at Rally,TRUE
501,501,Number Of Accusers Grows To 12 As Former Miss Finland Accuses Trump of Sexual Assault,TRUE
502,502,Trumps Campaign Backfires As Hillary Clinton Attracts Millions of New Voters,TRUE
503,503,The Dream Team Of Hillary Clinton and Michelle Obama Fire Democrats Up In North Carolina,TRUE
504,504,4 New Polls Suggest That Republicans Are On The Cusp Of A Total Election Disaster,TRUE
505,505,Democrats Are Going Back Into Florida With Millions Of Dollars To Retire Marco Rubio,TRUE
506,506,Trump Proposes Canceling Election Calls Black Communities Ghettos At Ohio Rally,TRUE
507,507,Bernie Sanders Says What The Media Wont Trump Is A Gutless Political Coward,TRUE
508,508,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,TRUE
509,509,Retired 4 Star General Blasts Trump For Not Supporting US Troops,TRUE
510,510,Mike Pence Campaign Plane Slides Off Runway After Landing At LaGuardia Airport,TRUE
511,511,Trumps New Defense Strategy On Access Hollywood Tape Blame The Microphone,TRUE
512,512,Trump Is Ahead In Zero National Polls While The Media Continues Close Race Narrative,TRUE
513,513,In the First 19 Days of October Trump Gave Just 31K to His Own Campaign,TRUE
514,514,Senator Mark Kirk Mocks Disabled Veteran Tammy Duckworth for MixedRace Heritage,TRUE
515,515,The Banishment Of Trump Has Begun As The American People Are Tuning Him Out,TRUE
516,516,Billionaire Donald Trumps Presidential Campaign Is Flat Out Broke,TRUE
517,517,Moronic Trump Campaign Thinks Reopened Clinton Email Investigation Will Save Them,TRUE
518,518,The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing,TRUE
519,519,Hillary Clinton Is Brilliantly Forcing Broke Trump To Spend Money Defending Arizona,TRUE
520,520,Marco Rubio Inches Closer To Unemployment As Poll Shows Florida Senate Race Tie,TRUE
521,521,Mike Pence Is Fine With Trump Sexual Assault But Offended By Voter Suppression,TRUE
522,522,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,TRUE
523,523,Reality Slaps Donald Trump In The Face As US Economy Roars Back,TRUE
524,524,Trump Wrecks Any Hope GOP Had Of Taking Advantage Of Clinton Email Investigation,TRUE
525,525,GOP Scandal Falls Apart As New Emails Didnt Come From Hillary Clintons Server,TRUE
526,526,Donald Trump Calls A Black Supporter A Paid Thug and Kicks Him Out of His Rally,TRUE
527,527,Hillary Clinton Laughs When Asked If the New Emails Could Sink Her Campaign,TRUE
528,528,The Real Reason Why The Clinton Email Scandal Is Back Has Nothing To Do With Helping Trump,TRUE
529,529,DOJ Complaint Filed Against FBI Director James Comey For Interfering In Presidential Election,TRUE
530,530,Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,TRUE
531,531,FBI Director James Comey Schooled by Former DOJ Spokesman for Abusing His Power,TRUE
532,532,Friday Fox Follies  Megyn  Murdochs Money,TRUE
533,533,Fox News Calls for Special Prosecutor to Investigate Hillary Clinton,TRUE
534,534,The Media Got Suckered Into Buying The GOPs Bogus Clinton FBI Email Tale,TRUE
535,535,Comey Letter Backfires As Email Scandal Revival Energizes Hillary Clinton Supporters,TRUE
536,536,Women Everywhere Cringe in Horror Watching Donald Trump Sexually Humiliate a Woman for Revenge,TRUE
537,537,Pollster Sees No Early Impact From Comey Clinton FBI Email Letter In Swing States,TRUE
538,538,Bombshell New Details Destroy Republican Hopes In FBI Clinton Email Investigation,TRUE
539,539,Trump Melts Down And Accuses The US Postal Service Of Stealing The Election For Clinton,TRUE
540,540,President Obama Gets Real Not Revenge On Republicans,TRUE
541,541,When Trump Attacked the Khans He Didnt Know What a Gold Star Family Was,TRUE
542,542,Koch Brothers Helped Incite the Impending Bloodbath Among Republicans,TRUE
543,543,Concert plus campaign Clinton turns to celebrities in homestretch,TRUE
544,544,Clinton campaign urges FBI to detail new developments in email case,TRUE
545,545,Hillary Clinton enjoys solid lead in early voting Reuters/Ipsos poll,TRUE
546,546,David Fahrenthold Strikes Exposing Donald Trumps False Philanthropy,TRUE
547,547,Yes The Religious Right Warns Witchcraft Could Decide This Election,TRUE
548,548,Early Voting Is So Strong For Democrats That Clinton Could Lock Up Nevada this Week,TRUE
549,549,Hillary Clinton Maintains Swing State Leads As Comey Email Letter Flops,TRUE
550,550,Email Pandemonium and the Perpetuation of Rape Culture,TRUE
551,551,Comeys October Surprise Blows Up In His Face As Democrats Drop The Hammer On FBI Boss,TRUE
552,552,George W Bushs Ethics Lawyer Files Complaint Against FBI Director James Comey,TRUE
553,553,Fox News Gets Destroyed While Trying To Blame Hillary Clinton For GOP Email Scandal,TRUE
554,554,Trump Thug Chants Jews S A at Arizona Rally,TRUE
555,555,The Top Democrat In The Senate Just Accused FBI Director James Comey Of Breaking The Law,TRUE
556,556,October Shocker FBI Has Explosive Information on Trump Conspiring With Putin,TRUE
557,557,Trump Campaign Has A Nervous Breakdown After Comey Letter Fails To Swing The Election,TRUE
558,558,Call On President Obama to Terminate FBI Director Comey on November 9,TRUE
559,559,Supreme Court Decides to Weigh in On Transgender Rights,TRUE
560,560,Donald Trump Destroyed as Fact Checker Reveals Trump Lies 20 to 37 Times Per Day,TRUE
561,561,The Catholic Church Uses TaxExempt Funds To Stop Marijuana Legalization,TRUE
562,562,Donald Trump Whines Because ISIS Cuts off Heads We Should be Able to Waterboard,TRUE
563,563,Losing Trump Tries to Fool Voters with Last Ditch Media Propaganda Scam,TRUE
564,564,It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,TRUE
565,565,Ethics Complaint Filed Against Rep Jason Chaffetz for Releasing Comey Clinton Email Letter,TRUE
566,566,Explosive Audio Surfaces Of GOP Senator Joking About Gun Owners Shooting Clinton,TRUE
567,567,Comey Bias Exposed As FBI Boss Refused To Call Out Russians For Hacking Before Election,TRUE
568,568,Trump Is Deadbeating On His Campaign Debts By Refusing To Pay His Own Pollster,TRUE
569,569,Trump Crushed By Hillary Clintons New Powerful Closing Argument To Women,TRUE
570,570,New Report Uncovers Secret Trump Server That Repeatedly Communicated With Russia,TRUE
571,571,Donald Trump May Have Broken The Law To Avoid Paying Federal Income Taxes,TRUE
572,572,Bad News For Republicans As Court Intervenes In Their Voter Intimidation Scheme,TRUE
573,573,Mainstream Media Ignoring 75 Lawsuits Against Trump to Focus on Clinton Emails,TRUE
574,574,North Carolina Republicans Sued For Rigging the Election For Trump,TRUE
575,575,Rachel Maddow Shines the Light on Trumps White Supremacist Support,TRUE
576,576,Trump Kills The GOP With The Lowest Score In History Of Presidential Leadership Poll,TRUE
577,577,FBI Horrified As Spy Says Russia Has Been Supporting And Cultivating Trump For Years,TRUE
578,578,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,TRUE
579,579,Comey Letter Hurts GOP As Hillary Clinton Raised 113 Million Online In 72 Hours,TRUE
580,580,Hillary Clinton Is Setting A Masterful Trap For Trump To Self Destruct,TRUE
581,581,370 Economists Sign Letter Urging America Not To Vote For Donald Trump,TRUE
582,582,David Bossie Desperately Claims Clinton Enthusiasm Gap is Trump Path to Victory,TRUE
583,583,House Republicans Plan Secret Meeting To Discuss Overthrowing Paul Ryan,TRUE
584,584,Sean Hannity Spreads Fake News Story To Millions As Republicans Remain Brainwashed,TRUE
585,585,Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,TRUE
586,586,Hillary Clinton Shuts Down Protester and Trumps Divisive Vision at Florida Rally,TRUE
587,587,Re Vladimir Putin,FAKE
588,588,EU states agree caps on wholesale roaming charges,FAKE
589,589,Re Serbian Culture,FAKE
590,590,Clinton Campaign Chair Had Dinner With Top DOJ Official One Day After Hillarys Benghazi Hearing,FAKE
591,591,Hillary takes a cookie from a little person on Univision gets tequila and a huge birthday cake practices Spanish dances Salsa and gets called a home girl in doanything bid to crush Trump in Florida,FAKE
592,592,Migrant screaming Allahu Akbar bursts into a wedding in a German church and tears down decorations,FAKE
593,593,Strange messages coming from the stars are probably from aliens scientists say,FAKE
594,594,Obamacare Architect on Rising Premiums Its Not a Big Increase,FAKE
595,595,Defense Board White House Blocked Navy From S China Sea Warship Passages,FAKE
596,596,Team Clinton Lets Talk About Russia Not the WikiLeaks Emails,FAKE
597,597,Syrian Mother Islamic State Baked Christians Kneaded Children in Bakery Machines,FAKE
598,598,Anger in NATO EU as Syriabound Russian carrier group mulls stopover at Spanish port,FAKE
599,599,USled coalition killed 300 Syrian civilians in 11 probed strikes  Amnesty,FAKE
600,600,Hollande set to lose French presidency after complaining there are too many immigrants,FAKE
601,601,Trump Supporter Attacked by Hillary Zombies,FAKE
602,602,Editor of Austrias Largest Paper Charged with Hate Speech over Migrant Article,FAKE
603,603,Florida Taco Trucks Used to Lure Democrat Voters to Polls,FAKE
604,604,Samantha Bee Says Partial Birth Abortion is Not a Thing WRONG,FAKE
605,605,Leaked Emails Reveal Hillary Cant Speak for Very Long Without a Podium So Were the Debates Rigged,FAKE
606,606,Condell Americas Moment Of Truth,FAKE
607,607,New earthquake strikes central Italy,FAKE
608,608,Obamacare Architect Gruber Demands Larger Mandate Penalty,FAKE
609,609,Election Theft in Texas,FAKE
610,610,Nuclear Reactor in Norway Leaks Radioactive Iodine,FAKE
611,611,Are Tensions With Russia Even Real,FAKE
612,612,Duterte Wants Foreign Troops Out of Philippines in 2 Years,FAKE
613,613,US Stuck With Nobody Left to Sanction in Russia Over Syria,FAKE
614,614,Re Babylon Mystery Religion Series,FAKE
615,615,Solar Winds Spur Geomagnetic Storm That May Affect Power,FAKE
616,616,AIG Quadruples Limits for Terrorism Insurance to 1 Billion,FAKE
617,617,Microsoft Introduces Windows 10 Update With Creative Focus,FAKE
618,618,Babylon Mystery Religion Book,FAKE
619,619,The Next 10 Years Will Be Ugly for Your 401k,FAKE
620,620,Obsolete 2016,FAKE
621,621,MessagingApp Comp Lines Profit Misses Estimates as Ads Push Meets Slow Growth,FAKE
622,622,Nintendo Cuts FullYear Sales Operating Profit Forecasts,FAKE
623,623,Radioactive Fukushima Wood Becomes Power in German Machine,FAKE
624,624,Re Democrats Loved Jonathan Gruber Before They Forgot Who He Was Video,FAKE
625,625,Re WHERES THERE A CRASH WORLD ECONOMY COLLAPSING  HEADLINES OCTOBER 2016,FAKE
626,626,New Lunar Craters Mystery  Space News,FAKE
627,627,Dr Paul Craig Roberts WE ALL MIGHT BE DEAD SOON,FAKE
628,628,Putin Ready To Invade Ukraine World War Three WW3,FAKE
629,629,WATCH Hillary Aide RUSHES to Her Side to Help Her Climb ONE Step,FAKE
630,630,Why do parents refuse to vaccinate their children,FAKE
631,631,Get Ready For Civil Unrest Survey Finds That Most Americans Are Concerned About Election Violence,FAKE
632,632,Communists Terrorize Small Business,FAKE
633,633,Guardian Front Page A 16YearOld Migrant Cries,FAKE
634,634,Texas Official Sees Record Breaking Turnout And Its All For Trump,FAKE
635,635,Obamacare Architect LAUGHS About Skyrocketing Premiums VIDEO,FAKE
636,636,Re Communism fascism nazism Marxism ALL created by the Vatican not Jews,FAKE
637,637,Clinton Campaign Circulated Paul Ryan Relative as Possible Supreme Court Pick,FAKE
638,638,NATO Buildup in Eastern Europe Weve Only Seen the Tip of the Iceberg,FAKE
639,639,Leaked Memo Exposes Shady Dealings Between Clinton Foundation Donors And Bills ForProfit Activities,FAKE
640,640,Lets Be Clear  A Vote For Warmonger Hillary Clinton Is A Vote For World War 3,FAKE
641,641,UK economy grows 05pc in the wake of Brexit vote defying recession fears,FAKE
642,642,Fascism Environmentalists Force Coal Plant Closure Towns Economy Hit HARD,FAKE
643,643,College warns against deplorable and problematic costumes,FAKE
644,644,Meet Peter Kadzik  Another Clinton Stooge at the Justice Department,FAKE
645,645,Bill Clintons Lover He Called Ruthless Hillary The Warden,FAKE
646,646,Wikileaks memo Bill Clinton raked in tens of millions of dollars through a series of deals while Hillary was Secretary of State,FAKE
648,648,Video Rude CNN Reporter Asks Trump Why Hes Taking Time Off To Open A Hotel,FAKE
649,649,AIG Quadruples Limits for Terrorism Insurance to 1 Billion,FAKE
651,651,GLP Forum godlike productions,FAKE
652,652,Trump Warns Of Vote Flipping On Machines,FAKE
653,653,Netflix and PILL Streaming firm boss reveals the future of TV could be a Matrixstyle hallucinatory drug,FAKE
654,654,Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,FAKE
655,655,MSNBCs Scarborough Zings The Media Is Aggressively Taken Sides and Theyve Admitted to it,FAKE
656,656,Liberal CNN Commentator Blames Republicans for Obamacares Rising Premiums,FAKE
657,657,Mission accomplished RT crew finds refugees still at Jungle camp despite successful eviction,FAKE
658,658,Dying out Wild animal numbers could fall by 67 from 19702020 study says,FAKE
659,659,Babylon Mystery Religion Series,FAKE
667,667,Obsolete 2016,FAKE
673,673,Nintendo Cuts FullYear Sales Operating Profit Forecasts,FAKE
675,675,MessagingApp Comp Lines Profit Misses Estimates as Ads Push Meets Slow Growth,FAKE
676,676,EU states agree caps on wholesale roaming charges,FAKE
680,680,Three Quarters Of Americans Oppose Gun Control,FAKE
681,681,Wikileaks Email Clinton Operative Thinks Black Voters Are Stupid,FAKE
682,682,Britain joins biggest European military buildup since Cold War,FAKE
683,683,Fox News Poll Clinton leads Trump by three points,FAKE
684,684,MYSTERY Are Hillary Clintons eye problems becoming more frequent,FAKE
685,685,Why So Few Whistleblowers A Former CIA Agent's Story,FAKE
686,686,Solar Winds Spur Geomagnetic Storm That May Affect Power,FAKE
687,687,HIDDEN CAMERA NYC Democratic Election Commissioner I Think There Is A lot of Voter Fraud  Project Veritas,TRUE
688,688,Hillary cancels public appearance due to a large crowd of people chanting Lock Her Up,TRUE
689,689,Wikileaks Gives Hillary An Ultimatum QUIT Or We Dump Something LifeDestroying  The Resistance The Last Line of Defense,FAKE
690,690,Hillary Collapses On Her Way To The Stage Sellout Bruce Springsteen Covers For Her  The Resistance The Last Line of Defense,FAKE
691,691,Van Full Of Illegals Shows Up To Vote Clinton At SIX Polling Places Still Think Voter Fraud Is A Myth  The Resistance The Last Line of Defense,FAKE
